pub_ID,included,sp_name,genus,species,clone.strain,study_type,polymer,size_um_mean,size_um_SD,size_nm_mean,size_nm_sd,particles_per_mg,shape,color,fluorescence,modified,mod_type,surface_charge,surfactant,biotic_env,weathered,density_gcm-3,excitation_nm,emission_nm,company,MP_comments,age_d,generation,age_comment,food_source,food_present,temperature,pH,DOC_added,DOC_type,other_added,other_type,exp_time_h,exp_time_d,conc_p_ml-1,conc_mg_ml-1,conc_mg_l-1,conc_ppm,extracted_by,c_n_replicates,c_mean,c_SD,c_SE,c_ind_per_replicate,c_n_individuals,c_dead,c_alive,t_n_replicates,t_mean,t_SD,t_SE,t_ind_per_replicate,t_n_individuals,t_dead,t_alive,data_comment
Gonz‡lez-Pleiter2019,yes,Daphnia magna,Daphnia,magna,Daphtoxkit (MicroBioTests),lab,PHB,0.204,0.022,204,22,NA,fragments,NA,no,no,NA,NA,no,no,yes,1.25,NA,NA,"Goodfellow Cambridge, England",PHB = biodegradable; weathering = solar radiation; size (nm) estimated visually from Figure S6; ,0,0,,NA,NA,20,,no,NA,no,NA,48,2,NA,NA,30,NA,MM,1,0,0,0,5,5,0,5,1,0,0,0,5,5,0,15,calculated from raw data in Figure S8
Gonz‡lez-Pleiter2019,yes,Daphnia magna,Daphnia,magna,Daphtoxkit (MicroBioTests),lab,PHB,0.204,0.022,204,22,NA,fragments,NA,no,no,NA,NA,no,no,yes,1.25,NA,NA,"Goodfellow Cambridge, England",PHB = biodegradable; weathering = solar radiation; size (nm) estimated visually from Figure S6; ,0,0,,NA,NA,20,,no,NA,no,NA,48,2,NA,NA,77,NA,MM,1,0,0,0,5,5,0,5,1,0,0,0,5,5,0,15,calculated from raw data in Figure S8
Gonz‡lez-Pleiter2019,yes,Daphnia magna,Daphnia,magna,Daphtoxkit (MicroBioTests),lab,PHB,0.204,0.022,204,22,NA,fragments,NA,no,no,NA,NA,no,no,yes,1.25,NA,NA,"Goodfellow Cambridge, England",PHB = biodegradable; weathering = solar radiation; size (nm) estimated visually from Figure S6; ,0,0,,NA,NA,20,,no,NA,no,NA,48,2,NA,NA,93,NA,MM,1,0,0,0,5,5,0,5,2,0.5,0.14,0.1,5,10,5,5,calculated from raw data in Figure S8
Gonz‡lez-Pleiter2019,yes,Daphnia magna,Daphnia,magna,Daphtoxkit (MicroBioTests),lab,PHB,0.204,0.022,204,22,NA,fragments,NA,no,no,NA,NA,no,no,yes,1.25,NA,NA,"Goodfellow Cambridge, England",PHB = biodegradable; weathering = solar radiation; size (nm) estimated visually from Figure S6; ,0,0,,NA,NA,20,,no,NA,no,NA,48,2,NA,NA,108,NA,MM,1,0,0,0,5,5,0,5,2,0.6,0.28,0.2,5,10,6,10,calculated from raw data in Figure S8
Gonz‡lez-Pleiter2019,yes,Daphnia magna,Daphnia,magna,Daphtoxkit (MicroBioTests),lab,PHB,0.204,0.022,204,22,NA,fragments,NA,no,no,NA,NA,no,no,yes,1.25,NA,NA,"Goodfellow Cambridge, England",PHB = biodegradable; weathering = solar radiation; size (nm) estimated visually from Figure S6; ,0,0,,NA,NA,20,,no,NA,no,NA,48,2,NA,NA,123,NA,MM,1,0,0,0,5,5,0,5,3,0.6,0.2,0.12,5,15,9,15,calculated from raw data in Figure S8
Gonz‡lez-Pleiter2019,yes,Daphnia magna,Daphnia,magna,Daphtoxkit (MicroBioTests),lab,PHB,0.204,0.022,204,22,NA,fragments,NA,no,no,NA,NA,no,no,yes,1.25,NA,NA,"Goodfellow Cambridge, England",PHB = biodegradable; weathering = solar radiation; size (nm) estimated visually from Figure S6; ,0,0,,NA,NA,20,,no,NA,no,NA,48,2,NA,NA,138,NA,MM,1,0,0,0,5,5,0,5,2,0.7,0.14,0.1,5,10,7,10,calculated from raw data in Figure S8
Gonz‡lez-Pleiter2019,yes,Daphnia magna,Daphnia,magna,Daphtoxkit (MicroBioTests),lab,PHB,0.204,0.022,204,22,NA,fragments,NA,no,no,NA,NA,no,no,yes,1.25,NA,NA,"Goodfellow Cambridge, England",PHB = biodegradable; weathering = solar radiation; size (nm) estimated visually from Figure S6; ,0,0,,NA,NA,20,,no,NA,no,NA,48,2,NA,NA,153,NA,MM,1,0,0,0,5,5,0,5,2,0.9,0.14,0.1,5,10,9,10,calculated from raw data in Figure S8
Heinlaan 2020,no,Daphnia magna,Daphnia,magna,"MicroBio-Tests, Inc. (Mariakerke-Gent, Belgium)",lab,PS,0.026,NA,26,NA,NA,spherical,NA,no,yes,carboxylated,negative,no,no,no,1.06,NA,NA,Bangs Laboratories Inc.,anionic surfactant (² 0.5%) and sodium azide (0.05%) in the suspension,0,0,,NA,NA,20,,no,NA,no,NA,48,2,NA,NA,50,5e5,JB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EC50 48h
Heinlaan 2020,no,Daphnia magna,Daphnia,magna,"MicroBio-Tests, Inc. (Mariakerke-Gent, Belgium)",lab,PS,0.026,NA,26,NA,NA,spherical,NA,no,yes,carboxylated,negative,no,no,no,1.06,NA,NA,Bangs Laboratories Inc.,dyalised to get rid of surfactant and sodium azide,0,0,,NA,NA,20,,no,NA,no,NA,48,2,NA,NA,50,5e5,JB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EC50 48h
Heinlaan 2020,no,Daphnia magna,Daphnia,magna,"MicroBio-Tests, Inc. (Mariakerke-Gent, Belgium)",lab,PS,0.102,NA,102,NA,NA,spherical,NA,no,yes,carboxylated,negative,no,no,no,1.05,NA,NA,Magsphere Inc.,sodium azide (² 0.09%) in the suspension,0,0,,NA,NA,20,,no,NA,no,NA,48,2,NA,NA,50,9e13,JB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EC50 48h
Heinlaan 2020,no,Daphnia magna,Daphnia,magna,"MicroBio-Tests, Inc. (Mariakerke-Gent, Belgium)",lab,PS,0.102,NA,102,NA,NA,spherical,NA,no,yes,carboxylated,negative,no,no,no,1.05,NA,NA,Magsphere Inc.,dyalised to get rid of sodium azide,0,0,,NA,NA,20,,no,NA,no,NA,48,2,NA,NA,50,9e13,JB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EC50 48h
Hiltunen2020,yes,Daphnia magna,Daphnia,magna,NA,lab,PET/PS/ABS,3.45,NA,3450,NA,NA,fragments,NA,no,no,NA,NA,no,no,no,1.38,NA,NA,NA,"data pooled for PE from soda bottle, PS from PS tray and ABS from toy brick, in presence of cyanobacteria",1,0,,"Microcystis aeruginosa, Acutodesmus sp., Nitzschia sp.",NA,19.8,,no,NA,yes,5% cyanobacteria,336,14,115,NA,NA,NA,MM,4,0.16,0.12,0.03,10,40,NA,NA,4,0.31,0.19,0.05,10,40,NA,NA,"extracted from Figure 2B with metaDigitise, control: 5% cyanobacteria without MP; data for all three MP types pooled"
Hiltunen2020,yes,Daphnia magna,Daphnia,magna,NA,lab,PET/PS/ABS,3.45,NA,3450,NA,NA,fragments,NA,no,no,NA,NA,no,no,no,1.38,NA,NA,NA,"data pooled for PE from soda bottle, PS from PS tray and ABS from toy brick, in presence of cyanobacteria",1,0,,"Microcystis aeruginosa, Acutodesmus sp., Nitzschia sp.",NA,19.8,,no,NA,yes,95% cyanobacteria,336,14,115,NA,NA,NA,MM,4,0.92,0.11,0.03,10,40,NA,NA,4,0.92,0.04,0.01,10,40,NA,NA,"extracted from Figure 2B with metaDigitise, control: 95% cyanobacteria without MP; data for all three MP types pooled"
Hiltunen2020,yes,Daphnia magna,Daphnia,magna,NA,lab,PET/PS/ABS,3.45,NA,3450,NA,NA,fragments,NA,no,no,NA,NA,no,no,no,1.38,NA,NA,NA,"data pooled for PE from soda bottle, PS from PS tray and ABS from toy brick, in presence of cyanobacteria",1,0,,"Microcystis aeruginosa, Acutodesmus sp., Nitzschia sp.",NA,23.1,,no,NA,yes,5% cyanobacteria,336,14,115,NA,NA,NA,MM,4,0.22,0.14,0.04,10,40,NA,NA,4,0.10,0.05,0.01,10,40,NA,NA,"extracted from Figure 2B with metaDigitise, control: 5% cyanobacteria without MP; data for all three MP types pooled"
Hiltunen2020,yes,Daphnia magna,Daphnia,magna,NA,lab,PET/PS/ABS,3.45,NA,3450,NA,NA,fragments,NA,no,no,NA,NA,no,no,no,1.38,NA,NA,NA,"data pooled for PE from soda bottle, PS from PS tray and ABS from toy brick, in presence of cyanobacteria",1,0,,"Microcystis aeruginosa, Acutodesmus sp., Nitzschia sp.",NA,23.1,,no,NA,yes,95% cyanobacteria,336,14,115,NA,NA,NA,MM,4,0.60,0.14,0.04,10,40,NA,NA,4,0.59,0.14,0.04,10,40,NA,NA,"extracted from Figure 2B with metaDigitise, control: 95% cyanobacteria without MP; data for all three MP types pooled"
Horton2018,yes,Daphnia magna,Daphnia,magna,NA,lab,PS,1.2,0.2,1200,200,NA,spherical,,yes,no,NA,NA,no,no,no,NA,NA,NA,"Phosphorex, USA",,0,0,,Raphidocelis subcapitata,no,20,,no,NA,no,NA,72,3,300000,NA,0.29,NA,MM,4,NA,NA,NA,5,20,0,20,4,NA,NA,NA,5,20,1,19,data from text
Jaikumar2018,no,Daphnia magna,Daphnia,magna,Leiden University stock,lab,Thermoset amino formaldehyde polymer.,4.1,1.0,4100,1000,NA,spherical,green,yes,no,NA,NA,no,no,no,1.3,NA,NA,"Cospheric, USA","mean size and sd taken from Ogonowski 2016, because they use the same particles (same provider and specifications), see also Pacheco et al. 2018 and  Martins et al. 2018",0,0,,Pseudokirchneriella subcapitata,NA,18,,no,NA,no,NA,96,4,1000,NA,NA,NA,MM,8,NA,NA,NA,5,40,NA,NA,4,NA,NA,NA,5,20,NA,NA,data not extractable from publication
Jaikumar2018,no,Daphnia magna,Daphnia,magna,Leiden University stock,lab,Thermoset amino formaldehyde polymer.,4.1,1.0,4100,1000,NA,spherical,green,yes,no,NA,NA,no,no,no,1.3,NA,NA,"Cospheric, USA",,0,0,,Pseudokirchneriella subcapitata,NA,18,,no,NA,no,NA,96,4,10000,NA,NA,NA,MM,8,NA,NA,NA,5,40,NA,NA,4,NA,NA,NA,5,20,NA,NA,data not extractable from publication
Jaikumar2018,no,Daphnia magna,Daphnia,magna,Leiden University stock,lab,Thermoset amino formaldehyde polymer.,4.1,1.0,4100,1000,NA,spherical,green,yes,no,NA,NA,no,no,no,1.3,NA,NA,"Cospheric, USA",,0,0,,Pseudokirchneriella subcapitata,NA,18,,no,NA,no,NA,96,4,100000,NA,NA,NA,MM,8,NA,NA,NA,5,40,NA,NA,4,NA,NA,NA,5,20,NA,NA,data not extractable from publication
Jaikumar2018,no,Daphnia magna,Daphnia,magna,Leiden University stock,lab,Thermoset amino formaldehyde polymer.,4.1,1.0,4100,1000,NA,spherical,green,yes,no,NA,NA,no,no,no,1.3,NA,NA,"Cospheric, USA",,0,0,,Pseudokirchneriella subcapitata,NA,18,,no,NA,no,NA,96,4,1000000,NA,NA,NA,MM,8,NA,NA,NA,5,40,NA,NA,4,NA,NA,NA,5,20,NA,NA,data not extractable from publication
Jaikumar2018,no,Daphnia magna,Daphnia,magna,Leiden University stock,lab,Thermoset amino formaldehyde polymer.,4.1,1.0,4100,1000,NA,spherical,green,yes,no,NA,NA,no,no,no,1.3,NA,NA,"Cospheric, USA",,0,0,,Pseudokirchneriella subcapitata,NA,18,,no,NA,no,NA,96,4,10000000,NA,NA,NA,MM,8,NA,NA,NA,5,40,NA,NA,4,NA,NA,NA,5,20,NA,NA,data not extractable from publication
Jaikumar2018,no,Daphnia magna,Daphnia,magna,Leiden University stock,lab,Thermoset amino formaldehyde polymer.,4.1,1.0,4100,1000,NA,spherical,green,yes,no,NA,NA,no,no,no,1.3,NA,NA,"Cospheric, USA",,0,0,,Pseudokirchneriella subcapitata,NA,22,,no,NA,no,NA,96,4,1000,NA,NA,NA,MM,8,NA,NA,NA,5,40,NA,NA,4,NA,NA,NA,5,20,NA,NA,data not extractable from publication
Jaikumar2018,no,Daphnia magna,Daphnia,magna,Leiden University stock,lab,Thermoset amino formaldehyde polymer.,4.1,1.0,4100,1000,NA,spherical,green,yes,no,NA,NA,no,no,no,1.3,NA,NA,"Cospheric, USA",,0,0,,Pseudokirchneriella subcapitata,NA,22,,no,NA,no,NA,96,4,10000,NA,NA,NA,MM,8,NA,NA,NA,5,40,NA,NA,4,NA,NA,NA,5,20,NA,NA,data not extractable from publication
Jaikumar2018,no,Daphnia magna,Daphnia,magna,Leiden University stock,lab,Thermoset amino formaldehyde polymer.,4.1,1.0,4100,1000,NA,spherical,green,yes,no,NA,NA,no,no,no,1.3,NA,NA,"Cospheric, USA",,0,0,,Pseudokirchneriella subcapitata,NA,22,,no,NA,no,NA,96,4,100000,NA,NA,NA,MM,8,NA,NA,NA,5,40,NA,NA,4,NA,NA,NA,5,20,NA,NA,data not extractable from publication
Jaikumar2018,no,Daphnia magna,Daphnia,magna,Leiden University stock,lab,Thermoset amino formaldehyde polymer.,4.1,1.0,4100,1000,NA,spherical,green,yes,no,NA,NA,no,no,no,1.3,NA,NA,"Cospheric, USA",,0,0,,Pseudokirchneriella subcapitata,NA,22,,no,NA,no,NA,96,4,1000000,NA,NA,NA,MM,8,NA,NA,NA,5,40,NA,NA,4,NA,NA,NA,5,20,NA,NA,data not extractable from publication
Jaikumar2018,no,Daphnia magna,Daphnia,magna,Leiden University stock,lab,Thermoset amino formaldehyde polymer.,4.1,1.0,4100,1000,NA,spherical,green,yes,no,NA,NA,no,no,no,1.3,NA,NA,"Cospheric, USA",,0,0,,Pseudokirchneriella subcapitata,NA,22,,no,NA,no,NA,96,4,10000000,NA,NA,NA,MM,8,NA,NA,NA,5,40,NA,NA,4,NA,NA,NA,5,20,NA,NA,data not extractable from publication
Jaikumar2018,no,Daphnia magna,Daphnia,magna,Leiden University stock,lab,Thermoset amino formaldehyde polymer.,4.1,1.0,4100,1000,NA,spherical,green,yes,no,NA,NA,no,no,no,1.3,NA,NA,"Cospheric, USA",,0,0,,Pseudokirchneriella subcapitata,NA,26,,no,NA,no,NA,96,4,1000,NA,NA,NA,MM,8,NA,NA,NA,5,40,NA,NA,4,NA,NA,NA,5,20,NA,NA,data not extractable from publication
Jaikumar2018,no,Daphnia magna,Daphnia,magna,Leiden University stock,lab,Thermoset amino formaldehyde polymer.,4.1,1.0,4100,1000,NA,spherical,green,yes,no,NA,NA,no,no,no,1.3,NA,NA,"Cospheric, USA",,0,0,,Pseudokirchneriella subcapitata,NA,26,,no,NA,no,NA,96,4,10000,NA,NA,NA,MM,8,NA,NA,NA,5,40,NA,NA,4,NA,NA,NA,5,20,NA,NA,data not extractable from publication
Jaikumar2018,no,Daphnia magna,Daphnia,magna,Leiden University stock,lab,Thermoset amino formaldehyde polymer.,4.1,1.0,4100,1000,NA,spherical,green,yes,no,NA,NA,no,no,no,1.3,NA,NA,"Cospheric, USA",,0,0,,Pseudokirchneriella subcapitata,NA,26,,no,NA,no,NA,96,4,100000,NA,NA,NA,MM,8,NA,NA,NA,5,40,NA,NA,4,NA,NA,NA,5,20,NA,NA,data not extractable from publication
Jaikumar2018,no,Daphnia magna,Daphnia,magna,Leiden University stock,lab,Thermoset amino formaldehyde polymer.,4.1,1.0,4100,1000,NA,spherical,green,yes,no,NA,NA,no,no,no,1.3,NA,NA,"Cospheric, USA",,0,0,,Pseudokirchneriella subcapitata,NA,26,,no,NA,no,NA,96,4,1000000,NA,NA,NA,MM,8,NA,NA,NA,5,40,NA,NA,4,NA,NA,NA,5,20,NA,NA,data not extractable from publication
Jaikumar2018,no,Daphnia magna,Daphnia,magna,Leiden University stock,lab,Thermoset amino formaldehyde polymer.,4.1,1.0,4100,1000,NA,spherical,green,yes,no,NA,NA,no,no,no,1.3,NA,NA,"Cospheric, USA",,0,0,,Pseudokirchneriella subcapitata,NA,26,,no,NA,no,NA,96,4,10000000,NA,NA,NA,MM,8,NA,NA,NA,5,40,NA,NA,4,NA,NA,NA,5,20,NA,NA,data not extractable from publication
Jaikumar2018,no,Daphnia magna,Daphnia,magna,Leiden University stock,lab,PE,5.5,NA,5500,NA,NA,fragments,NA,no,no,NA,NA,no,no,no,0.96,NA,NA,"Cospheric, USA",size: 1-10um; taken mean = 5.5um,0,0,,Pseudokirchneriella subcapitata,NA,18,,no,NA,no,NA,96,4,1000,NA,NA,NA,MM,8,NA,NA,NA,5,40,NA,NA,4,NA,NA,NA,5,20,NA,NA,data not extractable from publication
Jaikumar2018,no,Daphnia magna,Daphnia,magna,Leiden University stock,lab,PE,5.5,NA,5500,NA,NA,fragments,NA,no,no,NA,NA,no,no,no,0.96,NA,NA,"Cospheric, USA",size: 1-10um; taken mean = 5.5um,0,0,,Pseudokirchneriella subcapitata,NA,18,,no,NA,no,NA,96,4,10000,NA,NA,NA,MM,8,NA,NA,NA,5,40,NA,NA,4,NA,NA,NA,5,20,NA,NA,data not extractable from publication
Jaikumar2018,no,Daphnia magna,Daphnia,magna,Leiden University stock,lab,PE,5.5,NA,5500,NA,NA,fragments,NA,no,no,NA,NA,no,no,no,0.96,NA,NA,"Cospheric, USA",size: 1-10um; taken mean = 5.5um,0,0,,Pseudokirchneriella subcapitata,NA,18,,no,NA,no,NA,96,4,100000,NA,NA,NA,MM,8,NA,NA,NA,5,40,NA,NA,4,NA,NA,NA,5,20,NA,NA,data not extractable from publication
Jaikumar2018,no,Daphnia magna,Daphnia,magna,Leiden University stock,lab,PE,5.5,NA,5500,NA,NA,fragments,NA,no,no,NA,NA,no,no,no,0.96,NA,NA,"Cospheric, USA",size: 1-10um; taken mean = 5.5um,0,0,,Pseudokirchneriella subcapitata,NA,18,,no,NA,no,NA,96,4,1000000,NA,NA,NA,MM,8,NA,NA,NA,5,40,NA,NA,4,NA,NA,NA,5,20,NA,NA,data not extractable from publication
Jaikumar2018,no,Daphnia magna,Daphnia,magna,Leiden University stock,lab,PE,5.5,NA,5500,NA,NA,fragments,NA,no,no,NA,NA,no,no,no,0.96,NA,NA,"Cospheric, USA",size: 1-10um; taken mean = 5.5um,0,0,,Pseudokirchneriella subcapitata,NA,18,,no,NA,no,NA,96,4,10000000,NA,NA,NA,MM,8,NA,NA,NA,5,40,NA,NA,4,NA,NA,NA,5,20,NA,NA,data not extractable from publication
Jaikumar2018,no,Daphnia magna,Daphnia,magna,Leiden University stock,lab,PE,5.5,NA,5500,NA,NA,fragments,NA,no,no,NA,NA,no,no,no,0.96,NA,NA,"Cospheric, USA",size: 1-10um; taken mean = 5.5um,0,0,,Pseudokirchneriella subcapitata,NA,22,,no,NA,no,NA,96,4,1000,NA,NA,NA,MM,8,NA,NA,NA,5,40,NA,NA,4,NA,NA,NA,5,20,NA,NA,data not extractable from publication
Jaikumar2018,no,Daphnia magna,Daphnia,magna,Leiden University stock,lab,PE,5.5,NA,5500,NA,NA,fragments,NA,no,no,NA,NA,no,no,no,0.96,NA,NA,"Cospheric, USA",size: 1-10um; taken mean = 5.5um,0,0,,Pseudokirchneriella subcapitata,NA,22,,no,NA,no,NA,96,4,10000,NA,NA,NA,MM,8,NA,NA,NA,5,40,NA,NA,4,NA,NA,NA,5,20,NA,NA,data not extractable from publication
Jaikumar2018,no,Daphnia magna,Daphnia,magna,Leiden University stock,lab,PE,5.5,NA,5500,NA,NA,fragments,NA,no,no,NA,NA,no,no,no,0.96,NA,NA,"Cospheric, USA",size: 1-10um; taken mean = 5.5um,0,0,,Pseudokirchneriella subcapitata,NA,22,,no,NA,no,NA,96,4,100000,NA,NA,NA,MM,8,NA,NA,NA,5,40,NA,NA,4,NA,NA,NA,5,20,NA,NA,data not extractable from publication
Jaikumar2018,no,Daphnia magna,Daphnia,magna,Leiden University stock,lab,PE,5.5,NA,5500,NA,NA,fragments,NA,no,no,NA,NA,no,no,no,0.96,NA,NA,"Cospheric, USA",size: 1-10um; taken mean = 5.5um,0,0,,Pseudokirchneriella subcapitata,NA,22,,no,NA,no,NA,96,4,1000000,NA,NA,NA,MM,8,NA,NA,NA,5,40,NA,NA,4,NA,NA,NA,5,20,NA,NA,data not extractable from publication
Jaikumar2018,no,Daphnia magna,Daphnia,magna,Leiden University stock,lab,PE,5.5,NA,5500,NA,NA,fragments,NA,no,no,NA,NA,no,no,no,0.96,NA,NA,"Cospheric, USA",size: 1-10um; taken mean = 5.5um,0,0,,Pseudokirchneriella subcapitata,NA,22,,no,NA,no,NA,96,4,10000000,NA,NA,NA,MM,8,NA,NA,NA,5,40,NA,NA,4,NA,NA,NA,5,20,NA,NA,data not extractable from publication
Jaikumar2018,no,Daphnia magna,Daphnia,magna,Leiden University stock,lab,PE,5.5,NA,5500,NA,NA,fragments,NA,no,no,NA,NA,no,no,no,0.96,NA,NA,"Cospheric, USA",size: 1-10um; taken mean = 5.5um,0,0,,Pseudokirchneriella subcapitata,NA,26,,no,NA,no,NA,96,4,1000,NA,NA,NA,MM,8,NA,NA,NA,5,40,NA,NA,4,NA,NA,NA,5,20,NA,NA,data not extractable from publication
Jaikumar2018,no,Daphnia magna,Daphnia,magna,Leiden University stock,lab,PE,5.5,NA,5500,NA,NA,fragments,NA,no,no,NA,NA,no,no,no,0.96,NA,NA,"Cospheric, USA",size: 1-10um; taken mean = 5.5um,0,0,,Pseudokirchneriella subcapitata,NA,26,,no,NA,no,NA,96,4,10000,NA,NA,NA,MM,8,NA,NA,NA,5,40,NA,NA,4,NA,NA,NA,5,20,NA,NA,data not extractable from publication
Jaikumar2018,no,Daphnia magna,Daphnia,magna,Leiden University stock,lab,PE,5.5,NA,5500,NA,NA,fragments,NA,no,no,NA,NA,no,no,no,0.96,NA,NA,"Cospheric, USA",size: 1-10um; taken mean = 5.5um,0,0,,Pseudokirchneriella subcapitata,NA,26,,no,NA,no,NA,96,4,100000,NA,NA,NA,MM,8,NA,NA,NA,5,40,NA,NA,4,NA,NA,NA,5,20,NA,NA,data not extractable from publication
Jaikumar2018,no,Daphnia magna,Daphnia,magna,Leiden University stock,lab,PE,5.5,NA,5500,NA,NA,fragments,NA,no,no,NA,NA,no,no,no,0.96,NA,NA,"Cospheric, USA",size: 1-10um; taken mean = 5.5um,0,0,,Pseudokirchneriella subcapitata,NA,26,,no,NA,no,NA,96,4,1000000,NA,NA,NA,MM,8,NA,NA,NA,5,40,NA,NA,4,NA,NA,NA,5,20,NA,NA,data not extractable from publication
Jaikumar2018,no,Daphnia magna,Daphnia,magna,Leiden University stock,lab,PE,5.5,NA,5500,NA,NA,fragments,NA,no,no,NA,NA,no,no,no,0.96,NA,NA,"Cospheric, USA",size: 1-10um; taken mean = 5.5um,0,0,,Pseudokirchneriella subcapitata,NA,26,,no,NA,no,NA,96,4,10000000,NA,NA,NA,MM,8,NA,NA,NA,5,40,NA,NA,4,NA,NA,NA,5,20,NA,NA,data not extractable from publication
Jaikumar2018,no,Ceriodaphnia dubia,Ceriodaphnia,dubia,NA,lab,Thermoset amino formaldehyde polymer.,4.1,1.0,4100,1000,NA,spherical,green,yes,no,NA,NA,no,no,no,1.3,NA,NA,"Cospheric, USA",,0,0,,"yeast, trout chow, and cerophyll extracts (YCT) and P. subcapitata",NA,18,,no,NA,no,NA,96,4,1000,NA,NA,NA,MM,8,NA,NA,NA,5,40,NA,NA,4,NA,NA,NA,5,20,NA,NA,data not extractable from publication
Jaikumar2018,no,Ceriodaphnia dubia,Ceriodaphnia,dubia,NA,lab,Thermoset amino formaldehyde polymer.,4.1,1.0,4100,1000,NA,spherical,green,yes,no,NA,NA,no,no,no,1.3,NA,NA,"Cospheric, USA",,0,0,,"yeast, trout chow, and cerophyll extracts (YCT) and P. subcapitata",NA,18,,no,NA,no,NA,96,4,10000,NA,NA,NA,MM,8,NA,NA,NA,5,40,NA,NA,4,NA,NA,NA,5,20,NA,NA,data not extractable from publication
Jaikumar2018,no,Ceriodaphnia dubia,Ceriodaphnia,dubia,NA,lab,Thermoset amino formaldehyde polymer.,4.1,1.0,4100,1000,NA,spherical,green,yes,no,NA,NA,no,no,no,1.3,NA,NA,"Cospheric, USA",,0,0,,"yeast, trout chow, and cerophyll extracts (YCT) and P. subcapitata",NA,18,,no,NA,no,NA,96,4,100000,NA,NA,NA,MM,8,NA,NA,NA,5,40,NA,NA,4,NA,NA,NA,5,20,NA,NA,data not extractable from publication
Jaikumar2018,no,Ceriodaphnia dubia,Ceriodaphnia,dubia,NA,lab,Thermoset amino formaldehyde polymer.,4.1,1.0,4100,1000,NA,spherical,green,yes,no,NA,NA,no,no,no,1.3,NA,NA,"Cospheric, USA",,0,0,,"yeast, trout chow, and cerophyll extracts (YCT) and P. subcapitata",NA,18,,no,NA,no,NA,96,4,1000000,NA,NA,NA,MM,8,NA,NA,NA,5,40,NA,NA,4,NA,NA,NA,5,20,NA,NA,data not extractable from publication
Jaikumar2018,no,Ceriodaphnia dubia,Ceriodaphnia,dubia,NA,lab,Thermoset amino formaldehyde polymer.,4.1,1.0,4100,1000,NA,spherical,green,yes,no,NA,NA,no,no,no,1.3,NA,NA,"Cospheric, USA",,0,0,,"yeast, trout chow, and cerophyll extracts (YCT) and P. subcapitata",NA,18,,no,NA,no,NA,96,4,10000000,NA,NA,NA,MM,8,NA,NA,NA,5,40,NA,NA,4,NA,NA,NA,5,20,NA,NA,data not extractable from publication
Jaikumar2018,no,Ceriodaphnia dubia,Ceriodaphnia,dubia,NA,lab,Thermoset amino formaldehyde polymer.,4.1,1.0,4100,1000,NA,spherical,green,yes,no,NA,NA,no,no,no,1.3,NA,NA,"Cospheric, USA",,0,0,,"yeast, trout chow, and cerophyll extracts (YCT) and P. subcapitata",NA,22,,no,NA,no,NA,96,4,1000,NA,NA,NA,MM,8,NA,NA,NA,5,40,1,39,4,NA,NA,NA,5,20,6,14,table S1
Jaikumar2018,no,Ceriodaphnia dubia,Ceriodaphnia,dubia,NA,lab,Thermoset amino formaldehyde polymer.,4.1,1.0,4100,1000,NA,spherical,green,yes,no,NA,NA,no,no,no,1.3,NA,NA,"Cospheric, USA",,0,0,,"yeast, trout chow, and cerophyll extracts (YCT) and P. subcapitata",NA,22,,no,NA,no,NA,96,4,10000,NA,NA,NA,MM,8,NA,NA,NA,5,40,1,39,4,NA,NA,NA,5,20,11,9,table S1
Jaikumar2018,no,Ceriodaphnia dubia,Ceriodaphnia,dubia,NA,lab,Thermoset amino formaldehyde polymer.,4.1,1.0,4100,1000,NA,spherical,green,yes,no,NA,NA,no,no,no,1.3,NA,NA,"Cospheric, USA",,0,0,,"yeast, trout chow, and cerophyll extracts (YCT) and P. subcapitata",NA,22,,no,NA,no,NA,96,4,100000,NA,NA,NA,MM,8,NA,NA,NA,5,40,1,39,4,NA,NA,NA,5,20,17,3,table S1
Jaikumar2018,no,Ceriodaphnia dubia,Ceriodaphnia,dubia,NA,lab,Thermoset amino formaldehyde polymer.,4.1,1.0,4100,1000,NA,spherical,green,yes,no,NA,NA,no,no,no,1.3,NA,NA,"Cospheric, USA",,0,0,,"yeast, trout chow, and cerophyll extracts (YCT) and P. subcapitata",NA,22,,no,NA,no,NA,96,4,1000000,NA,NA,NA,MM,8,NA,NA,NA,5,40,1,39,4,NA,NA,NA,5,20,20,0,table S1
Jaikumar2018,no,Ceriodaphnia dubia,Ceriodaphnia,dubia,NA,lab,Thermoset amino formaldehyde polymer.,4.1,1.0,4100,1000,NA,spherical,green,yes,no,NA,NA,no,no,no,1.3,NA,NA,"Cospheric, USA",,0,0,,"yeast, trout chow, and cerophyll extracts (YCT) and P. subcapitata",NA,22,,no,NA,no,NA,96,4,10000000,NA,NA,NA,MM,8,NA,NA,NA,5,40,1,39,4,NA,NA,NA,5,20,20,0,table S1
